line_number,original_line
5572232,"smartturkeytours.com,1721046079,v=spf1 include:secureserver.net\194\160-all"
5573029,"smbbtelkom.ac.id,1721084525,v=spf1 include:spf.mailjet.com ip4:103.28.52.242 include:_spf.google.com\194\160~all\194\160?all"
5573552,"sme-partners.ch,1721035811,v=spf1 include:spf.protection.outlook.com -all\009"
5578388,"smsclub.org,1721092408,api._domainkey.smsclub.org\010k=rsa"
5578414,"smsdigify.com,1721009808,v=spf1 a mx ip4:199.253.28.50\226\128\157include:relay.mailbaby.net\226\128\157 ip6:0:0:0:0:0:0:0:1 ~all"
5580705,"smtp.gba.kz,1721116116,v=spfl\009ip4:5.251.211.165 a mx ~all"
5587979,"sngtradellc.com,1721104251,GOOGLE-SITE-VERIF\196\176CATION=NOBDHPKKBL83H74V3RCR50JLKVVYSXE8JZDBH9"
5587980,"sngtradellc.com,1721104251,GOOGLE-S\196\176TE-VER\196\176F\196\176CAT\196\176ON=NOBDHPKKBL83H74V3RCR50JLKVVYSXE8JZDBH9"
5591919,"snowboarder.co.uk,1721009367,MS=ms90815055\009"
5591920,"snowboarder.co.uk,1721009367,google-site-verification=zBL8fL322ocLsNykfqaK7kBJpwfkIxv_VGrrac-AxYM\009"
5596380,"socialscreen.no,1721066590,MS=E575F6CC5DD653B88A0A4C696DF02B06BA5486B2\009"
5600780,"sogedi.fr,1721453071,Sendinblue-code:8eb267eae7398fe7ec69f962998f2206\013\010"
5601192,"sohilaenterprises.com,1721181147,v=spf1 a mx ip4:103.191.209.67\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
5602255,"sokon.com,1721066543,_dnsauth.dfxkem\009201712190804403ho9kqvqbafg12wkxk2k8yykglwp8r3yevbxcpk92mlqg4kjxe"
5602256,"sokon.com,1721066543,_dnsauth.xkgyem\0092017121915563933rfbznl4im8xrp2wdxvy2moaboi161c1fx90sfll8i45uxb4v"
5604990,"solatec.com.mx,1721043568,v=spf1 include:_spf.mail.hostinger.com include:amazonses.com\194\160~all"
5605260,"soldelcarlo.com.br,1721012507,v=spf1 a mx include:spf.mx.hostinger.com~all\010"
5607199,"solmax.com.cn,1721051996,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5609832,"solveer.com.mx,1721107682,MS=ms26292974\009"
5610619,"somedhospitalar.com.br,1721373373,226\128\156v=spf1 mx include:_spf.tray.com.br -al"
5610639,"somega-agentur.de,1721136457,v=spf1 a mx include:secure-mailgate.com -all\010\010"
5611405,"somosenvases.cl,1721152285,226\128\156v=spf1 mx a ptr ip4:190.107.177.80/23 a:cdmon.com include:srv.cat ~all\226\128\157"
5615223,"sophiemuir.com,1721139395,v=spf1 +a +mx +ip4:174.136.29.40 ~all\009"
5617424,"sosmi.com,1721086871,226\128\156v=spf1"
5621246,"souslememetoit.be,1721011099,""k|p\195\169tition, cohabitant, solidarit\195\169, allocation, ligue des familles"""
5621247,"souslememetoit.be,1721011099,t|Campagne Sous le m\195\170me toit - Ligue des familles"
5628761,"sparc.africa,1721152286,v=spf1 include:spf.protection.outlook.com include:spf.mandrillapp.com include:spf.emailsignatures365.com include:servers.mcsv.net ip4:3.68.153.135 ip4:3.67.239.12 \226\128\147all"
5632025,"speaker.cn,1721069483,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5632773,"specialepresentes.com.br,1721146115,226\128\156v=spf1 mx include:_spf.tray.com.br ~all\226\128\157"
5633239,"specialwastenm.com,1721157003,MS=ms14087964\009"
5638514,"spinpalacecasino.com,1721025903,v=spf1 a mx ptr a:mx2.mailqueries.com a:mx1.mailqueries.com a:mx3.mailqueries.com a:mx4.mailqueries.com a:mx5.mailqueries.com a:mx6.mailqueries.com \226\128\147all"
5645735,"spray.com.ph,1721014378,knowbe4-site-verification=3ed8bc4d3acd181d98a79769aca2a6fc\010"
5645742,"spray.es,1721014366,knowbe4-site-verification=3ed8bc4d3acd181d98a79769aca2a6fc\010"
5645748,"spray.hu,1721014378,knowbe4-site-verification=3ed8bc4d3acd181d98a79769aca2a6fc\010"
5645816,"sprayindia.com,1721014366,knowbe4-site-verification=3ed8bc4d3acd181d98a79769aca2a6fc\010"
5645821,"spraying.at,1721014376,knowbe4-site-verification=3ed8bc4d3acd181d98a79769aca2a6fc\010"
5645826,"spraying.com.ar,1721014366,knowbe4-site-verification=3ed8bc4d3acd181d98a79769aca2a6fc\010"
5645832,"spraying.no,1721059869,knowbe4-site-verification=3ed8bc4d3acd181d98a79769aca2a6fc\010"
5647010,"springwoodwellnesscentre.com.au,1721167945,v=spf1ip4:221.121.158.21+a+mx+include:spf.protection.outlook.com\194\160-all"
5647795,"spsetia.com.sg,1721039262,""KpNUjMAB00YACcHxZIcq5QoJelR+w25+dD/eenLsoVCtAnbW0ORDng6Ucy7HnGgqt7y3bWjj+MObuORuiHI+1w==\""""\009"""
5647796,"spsetia.com.sg,1721039262,""MS=ms79789934\""""\009"""
5647797,"spsetia.com.sg,1721039262,""v=spf1 a mx ip4:45.77.33.40 ~all\""""\009"""
5648143,"spudsrus.com,1721027251,ppe-5b2344263a2e3300962f \0093600"
5656144,"ssab.com.mx,1721081826,v=spf1 \226\128\147all"
5656756,"ssdevadtest.com,1721057855,MS=ms51660081\009"
5656757,"ssdevadtest.com,1721057855,google-site-verification=bH4ZMaV9uz_bmGW6LmEvVQSCK8YBv5AIHfrTQOJG3aY\009"
5656785,"ssdm2nvmegoiania.com.br,1721003877,Verificar a propriedade do dom\195\173nio por meio do registro DNS"
5657973,"sskvca.in,1721065401,v=spf1 include:zoho.in\194\160~all"
5670461,"stahlsauto.com,1721345073,v=spf1 include:spf.protection.outlook.com -all\010"
5672628,"standwithezra.org,1721048138,google-site-verification=eBhM3eOSfNyNgkL-vvJsEQ9B0o6Ro7tyfCmytObjU8s\009"
5673652,"staragropack.com,1721181444,v=spf1 include:zoho.in X[\027"
5677311,"startingpoint.cn,1721012535,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5690874,"steviaonline.org,1721087451,google-site-verification=D5bLQ2qaA18-h7wQCRJ9FuMjCW09uq9kQK24oNDHB4Y\010\010v=spf1 +a +mx +ip4:54.38.37.76 ~all"
5692483,"stichting-bargerveen.nl,1721073058,google-site-verification=Hi1XCfht3ayXjPj2cqETth_EE1OFh69Ugfvt9pmGZHs\027"
5696589,"stockmarketlive.in,1721032234,v=spf1 a mx ip4:103.191.208.87\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
5697449,"stollercolombia.com,1721087500,v=spf1 a mx include:_spf.colhost.com include:md02.com include:_spf.kmitd.com\010-all"
5701334,"storeth.pro,1721230231,__URL_REDIRECT_URI:https://www.\009storeth.pro"
5707102,"streamsson.se,1721312804,v=spf1 +a +mx +ip4:185.66.90.253 +ip4:185.66.88.154 +ipv4:45.84.204.43\010~all"
5712132,"student-portal.net,1721087598,google-site-verification=ICoUUkKkfX4e8QLX2zeiXV6m9WU0ztuLjwmpdA_elRs\010\010v=spf1 +a +mx +ip4:101.50.1.19 +a:antispam.beon.co.id +a:antispam-us.beon.co.id -all"
5712483,"studentivincenti.it,1721078008,infusionsoft-site-verification=qfw032\010"
5713837,"studiobaldin.eu,1721167595,MS=ms62985239 \010"
5714016,"studiocataldi.it,1721113516,v=spf1 a mx ip6:2a01:4f8:c010:604f::1 ip4:142.132.228.68 mx:mail.ne-ws.it\\194\\160 ip4:5.249.146.50 ip4:143.42.59.104 include:spf.mailjet.com include:spf.antispamcloud.com include:musvc.com ~all"
5715096,"studiolippo.eu,1721106335,MS=FF2947B119035AD1288A493650AF419FC41F1143\009"
5720712,"sualuziluminacao.com.br,1721136293,226\128\156v=spf1 include:_spf.locaweb.com.br include:_spf.tray.com.br  ~all\226\128\157"
5733195,"summitshutter.com,1721068851,@\009MS=ms14533377\0093600"
5733390,"sumowebsolutions.in,1721069766,v=spf1 include:zohomail.in\194\160~all"
5735025,"sundo-cosmetics.co.kr,1721087776,226\128\156v=spf1 +mx  include: secureserver.net \226\128\147all\226\128\157"
5735542,"sunfund.cn,1721077603,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5735816,"sunhomesolutions.com,1721093246,v=spf1 include:spf.protection.outlook.com -all\226\128\139"
5740521,"superb.com.cn,1721059033,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5740964,"supercity.cn,1721014073,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5741017,"supercollectivee.com,1721151128,_amazonses.supercollectivee.com\009lMm+9SFWW+7IoG9u3jYwKdD2MGswcxR34saAlL31sYo="
5741018,"supercollectivee.com,1721151128,supercollectivee.com\009amazonses:lMm+9SFWW+7IoG9u3jYwKdD2MGswcxR34saAlL31sYo="
5743900,"superview.cn,1721071894,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5752194,"sutherlandinteriors.ie,1721045049,google-site-verification=bq8MvnaV5YV2MU2wwB9ihHqE7SaMbc8-_0_F_lErL2g\010"
5762676,"sw-pra.area.na.cnr.it,1721438656,Switch 2\239\191\189 liv. Prefabbricato A (IREM/ISEM)"
5767557,"swiftservices.net,1721333208,domainverification\010proofofdomain02-03-21"
5769155,"swissportlosch.com,1721106362,GnIpNi6rAgbAQCYwsYJuiWB6IoXisZb06NwFeBCkqjSVBtuG4Y\010FUEb7MvdGxfNvfOYAdDR0Bwv+TTJp+UdCMYA=="
5769944,"swohnet.com,1721123869,Service: _autodiscover\010Protocol: _tcp\010Port Number: 443\010Host: remote.swohnet.com"
5774495,"synapse.fr,1721041258,""t|Synapse, le r\195\169seau de la r\195\169ussite scolaire"""
5781909,"sztz-mould.com,1721035212,v=spf1 include:spf.163.com -all\009"
5782538,"t-cycle.it,1721126375,v=spf1 include:_spfpermissive.interhost.it\195\131\194\130\195\130\194\160~all"
5789679,"taamiyah.com,1721401103,v=spf1 include:zohomail.com\195\131\198\146\195\130\198\146\195\131\226\128\154\195\130\226\128\154\195\131\198\146\195\130\226\128\154\195\131\226\128\154\195\130\194\160~all"
5792585,"taesa.mx,1721008493,239\191\188\239\191\188v=DMARC1; p=none; rua=mailto:hostmaster@taesa.mx;"
5793112,"taghard.me,1721539882,google-site-verification=A3QOvGumxHhiX8IQBrFabCW4iAXpSOdUiKrT4JaoqTE\009"
5795349,"taiyangchengguanliwangzhi.xindongneng.com,1721305283,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5795354,"taiyangchengguanwang.xindongneng.com,1721305294,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5795366,"taiyangchengguanxiazaiban.xindongneng.com,1721306459,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5795422,"taiyangchengtyc8808.xindongneng.com,1721295519,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5795555,"taiyangchengzhesanhudiehua.xindongneng.com,1721303662,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5795581,"taiyanghua.cn,1721046958,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5795730,"taizhoutaiyangchengfangchan.xindongneng.com,1721395809,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5798500,"talentpass.club,1721118266,hosted-email-verify=hxoyjzrb\009"
5798576,"talents.com.cn,1721051774,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5799945,"tallerdepymes.com,1721042088,verificaci\195\179n-de-dominio-de-facebook = n6kcj1qyvfwr17glho0lht7a4b7rzd"
5801923,"tampabayroofcleaningservices.com,1721159839,v=spf1 +a +mx include:\239\187\191tampabayroofcleaningservices.com.spf.auto.dnssmarthost.net ~all"
5803569,"tangren.cn,1721042224,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5806088,"tapfer.com.br,1721158371,147v=spf1 mx include:_spf.tray.com.br -all\148"
5807830,"tarfak.com,1721109082,MS=ms81893921\009"
5810256,"task.palesport.com,1721346839,v=spf1 a mx include:_spf.mymagenta.business -all\009"
5813143,"tavernapalermo.si,1721365344,google-site-verification=b7GsGpj-xhzcHaeMrRK4d2gpFc3O02L5EFiRsKIp7wg\010v=spf1 +a +mx +ip4:168.119.91.172 ~all"
5815744,"taylor.com.cn,1721054076,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5823190,"tdntk.ru,1721059489,194\171v=spf1 redirect=_spf.yandex.net\194\187"
5830014,"techfive.com.np,1721108585,@\009v=spf1 include:zohomail.com ~all"
5834813,"tecnicorusso.it,1721085314,google-site-verification=2sWRbgJ7hO0piWvNq2Udo6gujm5hmHFOYky91GkD0PE\009"
5838010,"tehrunclub.com,1721099271,google-site-verification=Nqw1pY3uobELiRu92SMxBy-xYdFxHu4SI7mjwC1v9tE\0104"
5839265,"tekr.cfd,1721007669,v=spf1 include:spf.protection.outlook.com include:_spf.google.com include:v6.nilyass.jojoblog.online\226\128\142 mx:tekr-cfd.mail.protection.outlook.com ~all"
5841038,"teleonce.com.uy,1721182061,226\128\156v=spf1amx-all\226\128\157"
5841231,"teleponto.net,1721013491,v=spf1 include:_spf.google.com\195\130\194\160-all"
5842730,"tem1009.tem-mailer.com,1721388821,v=spf1 a mx ip4:207.207.49.160/28\194\160-all"
5847098,"tenz.be,1721008998,unbounce 247533\226\128\141"
5849261,"termogasbs.it,1721022963,226\128\156v=spf1+a+mx+ip4:185.31.65.145~all\226\128\157"
5855404,"test7.algebrahelphub.com,1721575364,google-site-verification=XTVyN70Xm30Mdw0pcTu9qjufMhtIqAX0hJzJ4aNwafQ\010"
5862172,"textieldruk.be,1721014848,""v=spf1 +a +mx +ip4:185.94.230.135 include:_spf.simpla.be+include:totaalholding.nl +include:spf.totaalholding.nl +ip4:185.56.145.153 a mx a:simpla.be ip4:185.41.127.27\010ip4:185.41.125.155 \010ip4:83.96.241.206 ip4:31.186.169.249\010ip4:31.186.169.217\010ip4:185.56.1"""" """"45.243\010ip4:31.186.169.249\010\010include:_spf.google.com -all"""
5869022,"thbes.vn,1721030026,v=spf1 include:spf.maychuemail.com ~all -\010dkim._domainkey  CNAME     dkim1.maychuemail.com"
5872802,"theark.cn,1721080226,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5873495,"theatron.com,1721150883,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5883133,"thedogbakery.bg,1721089064,v=spf1 +a +mx +ip4:164.138.218.16 +ip4:164.138.219.16 +include:smtp-out.spf.superhosting.bg +include:vito.spf.superhosting.bg\010+include:spf.sendinblue.com ~all"
5883835,"theeasleys.com,1721005076,MS=ms19190764\009"
5886179,"theflowerexpo.com,1721143926,v=spf1 include:one.zoho.com\194\160~all"
5886520,"thefortwayneroofers.com,1721127158,v=spf1 +a +mx include:\239\187\191thefortwayneroofers.com.spf.auto.dnssmarthost.net ~all"
5889191,"thegrowwise.com,1721230445,v=spf1 include:spf.privateemail.com\194\160~all"
5890582,"thehireremotedesigners.com,1721009967,google-site-verification=915jJ0AtOCbtGSlIG1Kr7ewIGnvFL6LNynAc6p6e8NM\009"
5897111,"themarketingb2b.com,1721401447,v=spf1 +mx +a +ip4:23.254.211.173 include:sparkpostmail.com\194\160~all"
5906512,"therareread.com,1721010214,v=spf1 a mx ip4:103.191.208.87\226\128\157include:relay.mailbaby.net\226\128\157 ~all"
5907734,"therewillbe.games,1721089318,226\128\156v=spf1+a+mx+ip4:67.222.25.141-all\226\128\157"
5914179,"thethaispabangkok.com,1721009173,226\128\156v=spf1 include:_spf.google.com ~all\226\128\157"
5914618,"thetopshoponline.com,1721060488,v=spf1 mx ip4:204.246.135.128/25 ip4:206.71.94.0/25\009include:google.com ~all"
5916503,"thevillageguruflorida.com,1721057740,TXT\009\010v=spf1 +a +mx +ip4:173.209.56.178 +ip4:162.144.87.165 include:_spf.google.com ~all"
5917162,"thewarwickroofers.com,1721127367,v=spf1 +a +mx include:\239\187\191thewarwickroofers.com.spf.auto.dnssmarthost.net ~all"
5918177,"thewinehouse.ie,1721004457,MS=ms88100793\010v=spf1 +a +mx +ip4:91.210.232.10 include:spf.webhostingireland.ie include:spf.protection.outlook.com ~all"
5919278,"thezurigroup.com,1721099481,226\128\156zoho-verification=zb20103347.zmverify.zoho.com\226\128\157"
5920514,"thinkbigsolutions.ca,1721068456,sendinblue-site-verification=2486179\010CNAME agency.thinkbigsolutions.ca cname.sibpages.com"
5921547,"thira.gov.gr,1721207552,MS=ms62609659\009"
5922707,"thivia.co.uk,1721027371,MS=ms96905523\009"
5928943,"thyristor.cn,1721078334,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5929794,"tianjinhuanleguyulecheng.xindongneng.com,1721428688,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5930025,"tianshangrenjianyulechengtikuan.xindongneng.com,1721431689,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5930161,"tiantianyulechengguanwang.xindongneng.com,1721428707,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5930504,"tiare.al,1721127817,226\128\156v=spf1 include:spf.protection.outlook.com include:_spf.google.com -all\226\128\157"
5935106,"tigretigre.be,1721103851,""k|arts visuels , arts de la sc\195\131\194\169ne , pudding asbl, denis gysen, audrey dero"""
5936805,"tim.wdib.uw.edu.pl,1721429861,Wydzia\197\130 Dziennikarstwa Informacji i Bibliologii UW"
5940800,"tinta.bg,1721089697,facebook-domain-veri\238\128\143cation=0qnopnh5m2mka8pc6a0k9s58nxhzsj"
5942432,"tiqiuwangzuqiubifenpeilv.xindongneng.com,1721429886,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5947446,"tk3of.hazelnut.com.cn,1721409158,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5951034,"tmbilling.tm.com.my,1721322335,v=spf1 mx a ip4:202.188.145.10/32 ip4:202.188.145.11/32 ip4:202.188.145.12/32 ip4:58.27.122.10/32 ip4:58.27.122.11/32 ip4:58.27.122.12/32 include:aspmx.pardot.com include:spf.protection.outlook.com \226\128\147all"
5953756,"tnffood.com.tr,1721308158,v=spf1 +a +mx +ip4:95.173.170.29 +ip4:159.253.46.190 +include:_spf.5g-soft.com\194\160-all ~all"
5957711,"toeasy.cn,1721069553,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5962203,"tomatubikers.pt,1721275461,v=spf1 \009v=spf1 +a +mx +include:_spf.cleanmx.pt -all"
5964861,"tonglechengshouxuanhailifang.xindongneng.com,1721433164,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5971367,"toppingspies.co.uk,1721373343,v=spf1 +a +mx +ip4:85.92.70.241 +ip4:5.134.14.244 +include:spf.protection.outlook.com +include:gridhost.co.uk +ip4:81.5.168.73 +ip4:\009\01051.219.7.4 include:eu._netblocks.mimecast.com include:s701.smtp-spf.sureserver.com -all"
5975533,"torstenprachtcom.www-data.de,1721428888,dnstxt\009_globalsign-domain-verification=ADd-nC5LMaNrTjMhA-PV3mcjwuAuFf37pRJiyFkV6b"
5979146,"toupesu.com,1721090342,v=spf1 a mx\010include:_spf.elasticemail.com include:mailgun.org ~all"
5979351,"tourconcerts.co,1721035894,google-site-verification=\010rXOxyZounnZasA8Z7oaD3c14JdjS9aKSWvsR1EbUSIQ"
5980490,"toutunmonde.eu,1721135448,""d|Le collectif Tout Un Monde organise des journ\195\169es professionnelles de spectacle vivant, en salle en partenariat avec l'Espace Bonnefoy \195\160 Toulouse, et en rue, en partenariat avec ARTO \195\160 Ramonville"""
5980491,"toutunmonde.eu,1721135448,""k|Tout Un Monde, TUM, collectif, journ\195\169es professionnelles, spectacle vivant, Toulouse, compagnies, salle, rue, bonnefoy, ARTO"""
5980802,"towell.cn,1721077454,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
5986549,"tracdynamicsinc.com,1721040446,v=spf1 include:_spf.createsend.com\010include:spf.dnchosting.com ~all\010"
5995205,"transmit-ent.cn,1721049773,v=spf1\160include:spf.mail.qq.com\160~all"
5998211,"travelbuzztourism.com,1721345714,v=spf1 a mx ip4:199.253.28.50\226\128\157include:relay.mailbaby.net\226\128\157 ip6:0:0:0:0:0:0:0:1 ~all"
6000548,"travleinfo.online,1721071649,""<!-- Google tag (gtag.js) -->\010<script async src=\""""https://www.googletagmanager.com/gtag/js?id=G-7F6XTWK9ZR\""""></script>\010<script>\010  window.dataLayer = window.dataLayer || [];\010  function gtag(){dataLayer.push(arguments);}\010  gtag('js', new Date());\010\010  gtag('con"""
6000750,"traynorglass.com,1721401456,v=spf1 +a +mx +ip4:50.28.106.158 include:_spf.formstack.com include:_spf.google.com include:spf.protection.outlook.com \\194\\173~all"
6002412,"treeservicescapecod.com,1721006844,v=spf1 +a +mx include:\239\187\191treeservicescapecod.com.spf.auto.dnssmarthost.net ~all"
6005175,"tresor-immo.ch,1721038584,d|location vall\195\169e de joux"
6005176,"tresor-immo.ch,1721038584,k|location vall\195\169e de joux"
6009470,"trinitycoating.com,1721143860,v=spf1 redirect=spf.qlc.co.in include:spf.protection.outlook.com \226\128\147all"
6014308,"troupedescinq.fr,1721006727,d|th\195\131\194\169\195\131\194\162tre amateur troupe Daxx"
6019095,"trustech.cn,1721030959,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
6019596,"trustpixel.com,1721125459,google-site-verification=lCNYaHErZ_0MgKvn-5Lj-g\0102CSzQWBpwMQbD_YoLPuzc"
6025535,"tsaloa.com.mx,1721091162,Verificar la propiedad del dominio mediante registro DNS\010tsaloa.com.mx"
6030007,"tsunami.cash,1721094231,_dmarc.tsunami.cash \226\128\156v=DMARC1; p=none; rua=mailto:dmarc-reports@tsunami.cash\226\128\157"
6031269,"ttchargeme.com,1721149109,NETORGFT16886053.onmicrosoft.com\009"
6035913,"tuev-nord-vereine.de,1721035240,v=spf1 include:tuv-nord.com -all\013\010"
6036620,"tuincentrumbotanica.shop,1721400577,""v=spf1 mx a ip4:51.210.186.9 ip4:84.199.7.12 ip4:185.87.187.115 include:spf.totaalholding.nl include:u15370405.wl156.sendgrid.net\009 include:_spf.go"""" """"ogle.com a:agifly.cloud a:hostsetting.be a:ns1.hostsetting.be include:spf.protection.outlook.com ~all"""
6039877,"turato.eu,1721074063,""default._domainkey.turato.eu. 3600\009TXT\009v=DKIM1; t=s; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC9vi5KsJkBJha2NjdIcITeBYGV5MPVakrGQoabgAW8vJ5ascf4/z1Tvpra3CAF9QEo96Wut/s5ZqTg7t4TTNuftwLxWtoE5XmxZ/2ltdYF6sXsdzihpM/J0hiBtHumQnfgnVyfKz5saC6Ab25utRcVqsknxlPY6w9X"""" """"hi11pFrCdQIDAQAB"""
6040858,"turismoyeventosejecafe.com,1721152921,ns1.colombiahosting.com\010ns2.colombiahosting.com\010ns3.colombiahosting.com\010ns4.colombiahosting.com"
6041734,"turnbulluk.co.uk,1721015489,v=spf1\009include:spf.protection.outlook.com\009-all"
6044187,"tuxaua.duckdns.org,1721091469,""N;   2D; [2024-07-08 23:44:00 -0300]; https://maps.google.com/maps?q=loc:-25.41705,-49.34035 ;[2024-07-09 17:59:45 -0300]=    0.00Km +-0013.3m +-005.4Km/h; Condom\237nio Maria J\250lia"""
6055587,"tylerbutler.store,1721024073,v=spf1 include:spf.protection.outlook.com include:_spf.google.com include:v6.nilyass.jojoblog.online\226\128\142 mx:tylerbutler-store.mail.protection.outlook.com ~all"
6071167,"ubox.com.cn,1721066776,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
6073841,"uconcerts.com,1721124004,v=spf1\009include:spf.protection.outlook.com\009include:_spf.mmaweb.net\009-all"
6080741,"ugou.com.cn,1721017332,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
6083990,"uit.edu.mx,1721182925,TXT Name @\010Values: v=spf1 ip4:60.200.100.30 include:spf.protection.outlook.com include:smtp.adatum.com -all"
6085925,"ukcarlocksmith.co.uk,1721115181,226\128\156NETORGFT5199098.onmicrosoft. com\226\128\157"
6090730,"ultrasonic.cn,1721085227,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
6091910,"umate.cn,1721066358,""229\159\159\229\144\141\229\143\175\229\135\186\229\148\174,\232\129\148\231\179\187\233\130\174\231\174\177 mail@net7.net \229\190\174\228\191\161 18653356707"""
6092138,"umbrellaconsulting.nl,1721032490,v=spf1 a mx include:spf.totaalholding.nl ip4:185.56.145.144 -all\013\010google-site-verification=w-mX_vt5Ri9x6lxBV5nY-XZvyAMzymWdCXV0XxowzfI"
